"listpathway","Match"
"HIF-1 signaling pathway","Adenosine triphosphate; Adenosine triphosphate; Pyruvic acid; Pyruvic acid; Oxoglutaric acid; Oxoglutaric acid; DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); L-Lactic acid; L-Lactic acid"
"Histamine H2/H3 receptor agonists/antagonists","Histamine; Histamine; Histamium; Histamium"
"Histidine metabolism","L-Glutamic acid; L-Glutamic acid; Oxoglutaric acid; Oxoglutaric acid; L-Aspartic acid; L-Aspartic acid; L-Histidine; L-Histidine; Histamine; Histamine; Histamium; Histamium; Formiminoglutamic acid; Formiminoglutamic acid; N-Formyl-L-aspartate; N-Formyl-L-aspartate; N-Formyl-L-glutamic acid; N-Formyl-L-glutamic acid; 3-Methylhistidine; 1-Methylhistidine; 1-Methylhistidine; 3-Methylhistidine; 4-Imidazolone-5-propionic acid; 4-Imidazolone-5-propionic acid; D-Erythro-imidazole-glycerol-phosphate; D-Erythro-imidazole-glycerol-phosphate"
"Human cytomegalovirus infection","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 4-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 4-hydroxy-D4-neuroprostane"
"Human immunodeficiency virus 1 infection","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)"
"Human papillomavirus infection","Cyclic AMP; Cyclic AMP; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 4-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 4-hydroxy-D4-neuroprostane"
"Human T-cell leukemia virus 1 infection","Cyclic AMP; Cyclic AMP"
"Huntington disease","L-Glutamic acid; L-Glutamic acid"
"Hypertrophic cardiomyopathy","Adenosine triphosphate; Adenosine triphosphate"
"Indole alkaloid biosynthesis","L-Tryptophan; L-Tryptophan; Harmaline; Harmaline; Psilocin; Psilocin"
"Inflammatory mediator regulation of TRP channels","Adenosine triphosphate; Adenosine triphosphate; DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Arachidonic acid; Arachidonate; Arachidonate; Arachidonic acid; Histamine; Histamine; Histamium; Histamium; Cyclic AMP; Cyclic AMP; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 4-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 4-hydroxy-D4-neuroprostane; (+)-Camphor; (+)-Camphor; Leukotriene B4; 12-Keto-tetrahydro-leukotriene B4; 6-trans-Leukotriene B4; 6-trans-Leukotriene B4; 12-Keto-tetrahydro-leukotriene B4; Leukotriene B4; 12(S)-HPETE; 12(S)-HPETE; 15(S)-HPETE; 15(S)-HPETE"
"Inositol phosphate metabolism","myo-Inositol; myo-Inositol; Glucuronic acid; Glucuronic acid; Malonic semialdehyde; Malonic semialdehyde; (-)-Bornesitol; (-)-Bornesitol; scyllo-Inositol; scyllo-Inositol; epi-Inositol; D-chiro-inositol"
"Insect hormone biosynthesis","Cholesterol; Cholesterol"
"Insulin resistance","Pyruvic acid; Pyruvic acid; DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Ceramide (d18:1/20:0); Ceramide (d18:1/24:0); Ceramide (d18:1/16:0); Ceramide (d18:1/16:0); Cer(d18:1/24:1(15Z)); Ceramide (d18:1/22:0); Cer(d18:1/24:1(15Z)); Ceramide (d18:1/22:0); Ceramide (d18:1/20:0); Ceramide (d18:1/24:0); TG(16:0/18:2(9Z,12Z)/20:0)[iso6]; TG(16:0/18:2(9Z,12Z)/20:0); TG(20:0/20:0/20:0); TG(16:1(9Z)/18:1(9Z)/20:0); TG(18:0/18:1(9Z)/18:1(9Z)); TG(16:0/18:1(9Z)/20:1(11Z)); TG(20:0/18:1(9Z)/16:1(9Z)); TG(18:0/18:1(9Z)/18:1(9Z))[iso3]; TG(20:0/20:0/20:0); TG(16:1(9Z)/18:0/20:1(11Z)); TG(16:1(9Z)/18:1(9Z)/20:0)[iso6]; TG(16:1(9Z)/18:0/20:1(11Z))[iso6]; TG(20:0/18:1(9Z)/16:1(9Z)); TG(18:0/18:0/18:2(9Z,12Z)); TG(16:0/18:1(9Z)/20:1(11Z))[iso6]; TG(18:0/18:0/18:2(9Z,12Z))[iso3]; L-Acetylcarnitine; DL-Acetylcarnitine"
"Insulin secretion","Adenosine triphosphate; Adenosine triphosphate; Pyruvic acid; Pyruvic acid; DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Cyclic AMP; Cyclic AMP"
"Insulin signaling pathway","Cyclic AMP; Cyclic AMP"
"Intestinal immune network for IgA production","9,13-cis-Retinoate; 9,13-cis-Retinoate; All-trans-retinoic acid; All-trans-retinoic acid; 9-cis-Retinoic acid; 9-cis-Retinoic acid"
"Isoflavonoid biosynthesis","Apigenin; Apigenin; Glyceollin I; Glyceollin I; 2'-Hydroxydaidzein; 2'-Hydroxydaidzein; Genistein; Genistein; Rotenone; Rotenone; Glyceollin II; Glyceollin II; Pratensein; Pratensein; 2'-Hydroxybiochanin A; Demethyltexasin; Demethyltexasin; Glyceollidin II; Glyceollidin II; Glyceollin III; Glyceollin III"
"Isoquinoline alkaloid biosynthesis","L-Tyrosine; L-Tyrosine; 4-Hydroxycinnamic acid; 4-Hydroxycinnamic acid; 3,4-Dihydroxyphenylacetaldehyde; 3,4-Dihydroxyphenylacetaldehyde; 3-(4-hydroxyphenyl)propanal"
